player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Rodney McLeod,7271,S,PHI,3,1,7.3,0,0,24,78.2,75.8,78.5,53.7,52.1,49.6,28.6,2,0,48,50,2.1,1,4
Michael Thomas,7279,S,NYG,14,8,6.9,1,0,21,70.1,69.7,82.2,58.2,64.5,59.2,14.3,4,2,165,170,5.5,9,16
Vontaze Burfict,7280,LB,CIN,7,11,4.4,0,0,7,42.5,48.0,81.7,44.4,61.4,27.5,18.5,5,2,132,136,2.3,3,11
Tashaun Gipson Sr.,7288,S,JAX,16,5,6.2,0,0,15,71.9,70.7,52.4,57.4,69.1,74.0,11.8,4,5,374,386,3.5,13,25
L.J. Fort,7292,LB,PIT,12,2,2.2,0,0,25,64.0,72.4,83.7,66.0,76.8,74.1,0.0,0,0,85,87,18.8,16,19
Damon Harrison Sr.,7355,DI,DET,17,16,1.5,1,1,11,64.8,92.0,64.4,67.0,93.7,78.6,1.4,1,2,288,295,16.0,46,56
Julian Stanford,7372,LB,BUF,4,0,2.5,0,0,4,51.8,71.4,78.2,81.4,78.1,81.7,0.0,0,0,42,44,4.8,2,4
Johnson Bademosi,7374,CB,HST,1,0,,0,0,13,60.8,60.4,73.4,,60.0,,,0,0,1,1,0.0,0,0
Leonard Johnson,7385,CB,ARZ,2,0,5.0,0,0,1,38.7,35.5,78.6,52.5,33.1,45.7,0.0,0,0,22,25,0.0,0,1
Derrick Shelby,7400,ED,ATL,7,0,3.0,0,0,2,60.0,63.7,84.5,54.6,67.7,76.2,0.0,0,0,60,63,8.3,5,9
Jacquies Smith,7401,ED,OAK,4,0,8.0,0,0,23,62.6,53.2,21.0,54.7,58.2,71.4,0.0,0,1,23,24,0.0,0,1
DeShawn Shead,7450,CB,DET,12,0,9.0,0,0,11,51.3,52.3,82.9,,55.6,48.8,0.0,0,0,56,57,0.0,0,1
Brandon Bolden,7469,HB,MIA,1,0,,0,0,17,,61.6,60.1,,60.0,,,0,0,1,1,0.0,0,0
Emmanuel Lamur,7561,LB,NYJ,8,3,3.2,0,0,22,37.7,52.9,77.2,57.5,65.5,50.5,7.7,1,0,96,98,6.3,6,9
Eddie Pleasant,7593,S,GB,5,1,5.0,0,0,12,30.3,34.2,79.8,46.9,62.2,44.6,0.0,0,0,28,29,0.0,0,1
Harrison Smith,7641,S,MIN,16,12,5.6,2,0,18,68.7,79.7,68.8,73.0,91.3,90.3,2.1,1,3,406,420,4.4,18,34
Malik Jackson,7647,DI,JAX,15,4,1.8,0,0,15,52.7,61.6,41.0,70.1,56.3,42.7,4.5,1,4,206,211,6.8,14,17
Brandon Marshall,7648,LB,DEN,11,8,4.8,0,0,10,67.1,63.5,84.5,61.6,54.4,61.8,11.5,3,1,157,162,5.7,9,15
Josh Norman,7649,CB,WAS,16,3,8.0,2,1,32,72.0,68.9,88.4,,45.0,49.7,36.8,7,7,381,387,0.5,2,9
Neiko Thorpe,7716,CB,SEA,2,0,,0,0,29,76.1,75.8,76.3,,60.0,75.1,,0,0,4,4,0.0,0,0
Dion Jordan,7785,ED,SEA,13,2,1.5,0,1,29,61.5,66.6,70.4,56.6,75.4,70.0,7.1,1,1,115,116,6.1,7,11
Barkevious Mingo,7787,ED,SEA,17,4,3.5,0,0,29,48.1,56.0,87.2,67.2,57.6,46.6,15.0,3,0,240,249,2.9,7,13
D.J. Hayden,7793,CB,JAX,10,4,4.2,0,0,15,73.7,74.8,84.5,70.1,67.3,78.4,0.0,0,2,138,144,2.2,3,6
Sheldon Richardson,7794,DI,MIN,16,15,2.8,0,0,18,56.2,69.5,67.4,65.8,69.1,68.5,0.0,0,3,272,280,6.6,18,26
Star Lotulelei,7795,DI,BUF,16,3,2.1,0,0,4,60.0,55.6,72.7,53.8,58.5,48.7,11.1,2,1,222,229,3.2,7,13
Kenny Vaccaro,7796,S,TEN,13,7,4.8,0,0,31,61.6,66.4,87.2,83.0,66.9,80.5,10.0,3,1,275,287,3.6,10,20
Eric Reid,7799,S,CAR,13,3,9.7,1,0,5,66.7,65.7,11.9,66.6,66.5,53.9,18.6,8,3,269,277,4.8,13,32
Desmond Trufant,7803,CB,ATL,16,1,6.1,0,0,2,68.7,69.5,68.6,74.7,67.8,76.8,8.3,1,5,367,379,0.8,3,10
Xavier Rhodes,7806,CB,MIN,14,5,5.4,3,0,18,55.1,58.2,61.4,,73.2,77.1,0.0,0,9,306,316,0.7,2,5
Datone Jones,7807,DI,DAL,1,0,,0,0,9,,59.3,71.0,60.0,53.1,,,0,0,4,4,0.0,0,0
Sylvester Williams,7809,DI,MIA,13,1,3.3,0,0,17,60.0,59.7,66.7,54.4,62.4,56.6,14.3,2,1,198,203,4.0,8,11
Alec Ogletree,7811,LB,NYG,13,16,3.0,1,0,21,54.5,49.3,23.8,68.4,44.1,47.7,16.4,9,5,349,357,5.4,19,30
Darius Slay,7817,CB,DET,15,2,4.8,3,0,11,78.2,75.0,87.4,58.7,52.3,72.5,30.0,3,6,334,343,0.9,3,5
Manti Te'o,7819,LB,NO,5,3,2.0,0,0,20,72.1,80.4,79.5,53.5,79.8,61.3,7.1,1,0,68,69,11.8,8,10
Tank Carradine,7821,ED,OAK,1,0,3.0,0,0,23,,62.2,77.3,51.8,67.6,67.4,0.0,0,0,11,11,9.1,1,1
Kawann Short,7825,DI,CAR,14,6,0.3,0,0,5,64.0,83.7,62.1,69.6,85.4,47.7,10.8,4,2,191,198,12.6,24,27
Kevin Minter,7826,LB,TB,4,1,0.0,0,0,30,30.4,50.8,71.5,74.1,71.8,50.2,33.3,1,0,12,12,8.3,1,1
Kiko Alonso,7827,LB,MIA,15,21,4.1,3,0,17,41.9,47.7,0.0,47.3,64.9,69.1,9.3,7,7,415,428,6.3,26,47
Johnathan Hankins,7830,DI,OAK,15,6,2.0,0,0,23,57.0,63.0,53.3,51.5,68.9,29.7,17.1,6,4,318,334,5.7,18,23
Jon Bostic,7831,LB,PIT,16,12,3.4,0,0,25,56.3,59.5,21.1,67.4,62.8,88.6,0.0,0,2,247,258,5.3,13,20
David Amerson,7832,CB,ARZ,6,1,3.8,0,0,1,58.2,58.3,81.8,52.0,58.4,70.6,10.0,1,1,129,131,3.9,5,8
Jamie Collins Sr.,7833,LB,CLV,16,14,3.5,0,1,8,59.8,61.2,59.0,60.7,62.5,44.0,13.2,9,2,403,415,7.7,31,45
Margus Hunt,7834,DI,IND,17,5,0.4,0,0,14,56.5,70.5,35.8,61.8,81.3,39.2,3.6,1,6,290,299,7.2,21,22
Jamar Taylor,7835,CB,DEN,9,1,8.3,2,1,10,39.4,43.5,0.0,60.0,74.9,57.5,20.0,1,5,128,133,0.0,0,3
D.J. Swearinger Sr.,7838,S,ARZ,15,3,4.4,0,1,1,79.5,79.3,65.5,93.1,64.6,60.1,21.4,6,2,348,354,2.9,10,19
Robert Alford,7841,CB,ATL,15,3,5.0,4,0,2,53.1,56.6,68.5,81.7,70.9,62.8,21.4,3,12,348,358,0.9,3,8
Bennie Logan,7848,DI,TEN,15,5,1.2,0,0,31,63.9,59.3,58.2,52.3,62.6,73.3,0.0,0,1,116,120,3.4,4,5
Tyrann Mathieu,7850,S,HST,17,4,7.9,0,0,13,70.6,75.3,84.9,67.1,84.8,69.8,10.0,3,4,365,379,3.3,12,23
Blidi Wreh-Wilson,7851,CB,ATL,2,0,8.0,0,0,2,90.1,90.1,72.6,,61.8,76.6,0.0,0,0,2,2,0.0,0,1
T.J. McDonald,7852,S,MIA,14,13,7.6,0,0,17,66.7,70.6,67.0,68.9,74.7,58.9,13.2,7,2,393,406,4.3,17,33
J.J. Wilcox,7861,S,IND,3,0,14.0,0,0,14,61.9,60.5,0.0,53.7,69.9,69.0,0.0,0,1,31,31,3.2,1,2
Damontre Moore,7862,ED,OAK,2,0,,0,0,23,62.5,61.3,80.4,58.5,60.4,69.6,,0,0,6,6,0.0,0,0
John Jenkins,7863,DI,NYG,7,0,,0,0,21,,55.1,79.5,56.3,55.0,,,0,0,29,30,0.0,0,0
Logan Ryan,7864,CB,TEN,14,8,6.5,2,0,31,70.1,71.6,85.9,89.3,58.2,81.3,14.8,4,5,306,315,2.6,8,15
Shawn Williams,7865,S,CIN,16,9,7.4,0,0,7,78.7,71.6,4.3,60.5,63.8,66.1,16.4,10,5,418,429,4.3,18,42
Kayvon Webster,7871,CB,HST,2,0,0.0,0,0,13,76.0,81.9,70.5,,68.7,73.3,0.0,0,0,4,4,25.0,1,1
Duron Harmon,7872,S,NE,18,3,17.8,0,1,19,69.3,68.8,55.9,72.8,62.0,80.8,12.5,2,2,178,185,0.0,0,11
Brandon Williams,7875,DI,BLT,17,8,2.5,0,0,3,57.0,73.8,53.5,61.5,78.6,64.1,5.3,2,3,256,268,7.8,20,28
Akeem Spence,7882,DI,MIA,16,11,3.0,0,0,17,59.8,52.2,53.2,60.1,49.4,38.3,10.0,4,3,284,292,6.0,17,25
Alex Okafor,7885,ED,NO,18,10,3.2,0,0,20,71.3,69.0,91.5,60.5,67.3,59.1,9.1,3,0,218,223,6.4,14,20
Shamarko Thomas,7893,S,DEN,1,0,,0,0,10,56.6,56.3,76.0,,60.0,77.2,,0,0,2,2,0.0,0,0
B.W. Webb,7896,CB,NYG,16,1,8.4,1,0,21,60.4,61.3,47.2,68.6,65.2,75.5,14.3,2,10,361,370,1.1,4,11
Gerald Hodges,7902,LB,ARZ,12,8,3.3,1,0,1,47.4,56.0,32.7,51.9,69.9,61.5,10.5,4,2,164,169,7.9,13,26
William Gholston,7908,DI,TB,16,3,3.0,0,0,30,59.6,30.4,13.2,47.6,32.4,60.1,0.0,0,5,142,148,2.1,3,6
John Simon,7911,ED,NE,14,2,1.8,0,0,19,53.4,67.1,85.1,60.0,77.7,81.0,0.0,0,0,68,70,8.8,6,8
Steven Means,7929,ED,ATL,8,3,1.1,0,0,2,,73.4,47.9,59.2,82.5,76.6,0.0,0,1,69,70,14.5,10,11
A.J. Klein,7930,LB,NO,18,13,2.5,0,0,20,70.8,69.9,88.7,59.0,64.9,64.1,7.7,4,0,277,286,7.9,22,35
Micah Hyde,7941,S,BUF,15,4,10.4,0,0,4,88.6,84.1,88.4,46.1,68.6,60.1,17.9,7,1,363,375,2.5,9,28
Stacy McGee,7987,DI,WAS,8,1,2.0,0,0,32,60.0,58.6,81.2,51.0,62.4,73.3,0.0,0,0,72,74,6.9,5,6
Vince Williams,7988,LB,PIT,14,9,4.9,0,0,25,55.3,65.0,86.6,80.3,61.9,74.1,10.2,5,0,264,276,8.0,21,35
Jordan Poyer,8000,S,BUF,16,12,7.2,0,0,4,70.9,68.4,85.8,69.2,59.1,62.2,16.1,10,0,418,431,4.1,17,40
Nick Williams,8006,DI,CHI,2,0,,0,0,6,,50.1,77.7,53.9,50.9,,,0,0,12,12,0.0,0,0
Kemal Ishmael,8026,S,ATL,9,2,3.3,0,0,2,39.6,46.8,75.2,,60.4,72.2,14.3,1,0,38,40,5.3,2,4
Marcus Cooper,8035,CB,DET,3,0,,0,0,11,90.3,90.0,76.8,,61.2,72.5,,0,0,9,10,0.0,0,0
Damion Square,8042,DI,LAC,18,8,3.8,1,0,27,77.8,50.0,43.4,52.1,51.9,59.8,9.1,3,4,268,277,6.0,16,22
Daren Bates,8077,LB,TEN,5,0,1.5,0,0,31,44.4,48.2,95.6,49.9,71.4,51.4,0.0,0,0,11,11,18.2,2,2
Ezekiel Ansah,8094,ED,DET,7,4,2.5,1,0,11,62.2,74.5,12.5,74.6,69.6,54.5,0.0,0,2,36,36,11.1,4,4
Rontez Miles,8102,S,NYJ,3,0,16.8,0,0,22,65.3,72.3,78.0,60.0,75.9,67.2,0.0,0,0,37,39,0.0,0,4
A.J. Bouye,8110,CB,JAX,13,3,5.3,1,0,15,79.3,75.7,38.8,,58.5,63.1,23.1,3,5,306,315,1.0,3,7
Jahleel Addae,8117,S,LAC,18,13,6.8,0,0,27,58.3,60.5,49.7,84.1,63.3,70.2,12.5,6,4,401,415,2.5,10,29
Josh Martin,8138,ED,NYJ,1,1,,0,0,22,61.8,66.5,73.9,53.0,70.6,69.9,0.0,0,0,7,7,0.0,0,0
Lerentee McCray,8159,ED,JAX,7,0,1.0,0,0,15,54.9,64.9,84.1,74.7,48.9,26.5,0.0,0,0,24,25,4.2,1,1
Abry Jones,8177,DI,JAX,15,6,1.7,0,0,15,67.3,68.6,73.2,56.0,68.4,63.1,6.5,2,1,236,243,8.9,21,23
Benson Mayowa,8196,ED,ARZ,15,7,1.6,1,0,1,68.6,72.8,68.3,67.6,64.5,57.8,12.1,4,2,231,237,8.2,19,22
Bradley McDougald,8220,S,SEA,17,8,5.5,0,2,29,76.4,74.7,85.5,48.4,70.1,86.0,11.1,5,1,330,341,4.5,15,32
Ray-Ray Armstrong,8271,LB,CLV,7,1,3.2,2,0,8,47.2,49.7,0.0,82.0,60.7,64.1,0.0,0,2,76,77,10.5,8,11
Will Compton,8308,LB,TEN,7,3,4.0,0,0,31,85.3,76.9,78.4,51.3,60.5,62.0,16.7,1,0,37,37,2.7,1,2
Rashaan Melvin,8334,CB,OAK,14,1,4.1,1,0,23,56.3,60.5,54.0,88.8,73.0,76.9,9.1,2,4,239,247,4.2,10,19
Tony Jefferson,8361,S,BLT,15,11,4.4,0,0,3,70.3,71.2,43.0,60.8,74.2,68.7,16.2,6,5,312,327,3.5,11,20
Brandon Copeland,8378,ED,NYJ,16,9,2.2,0,0,22,87.8,67.4,74.6,56.2,67.3,57.8,12.0,3,1,192,200,5.7,11,13
Jeff Heath,8396,S,DAL,18,4,8.8,0,0,9,59.1,56.4,89.8,51.3,48.9,30.0,26.8,15,1,424,441,3.5,15,37
Chris Banjo,8419,S,NO,4,1,7.0,0,0,20,50.2,49.4,75.4,69.7,59.0,52.5,0.0,0,0,14,14,0.0,0,1
Cody Davis,8458,S,JAX,1,0,,0,0,15,60.8,46.9,69.0,,52.4,23.8,100.0,1,0,7,7,0.0,0,0
Jordan Dangerfield,8468,S,PIT,7,3,8.0,0,0,25,72.7,75.8,75.2,,65.3,58.9,14.3,1,0,38,38,5.3,2,3
Brynden Trawick,8471,S,TEN,2,0,,0,0,31,60.0,77.9,60.2,60.0,60.0,,,0,0,2,2,0.0,0,0
Nickell Robey-Coleman,8483,CB,LA,19,2,12.3,1,0,26,80.8,79.8,55.4,59.1,70.3,66.7,16.7,1,4,167,176,0.6,1,3
Wes Horton,8484,ED,CAR,16,3,3.4,0,0,5,60.4,42.5,36.3,47.5,49.2,30.1,14.3,3,4,192,199,4.7,9,15
LaRoy Reynolds,8500,LB,PHI,5,0,0.0,0,0,24,60.0,33.2,70.3,56.6,62.7,71.4,0.0,0,0,8,8,12.5,1,1
Deon Lacey,8512,LB,BUF,2,0,,0,0,4,67.7,72.7,73.6,,63.7,71.4,,0,0,5,5,0.0,0,0
Demetrius Harris,8524,TE,KC,1,0,,1,0,16,,60.1,60.0,,60.0,,,0,4,1,1,0.0,0,0
Jadeveon Clowney,8636,ED,HST,16,4,0.9,1,0,13,87.2,87.2,0.0,78.8,90.8,61.2,11.1,5,15,313,323,9.9,31,36
Khalil Mack,8640,ED,CHI,15,4,2.7,0,1,6,73.9,90.8,81.1,86.4,87.5,51.6,16.7,6,2,238,244,8.8,21,26
Anthony Barr,8644,LB,MIN,13,7,4.5,0,1,18,60.6,70.9,42.8,79.7,72.8,81.1,5.6,2,2,320,333,4.1,13,27
Aaron Donald,8648,DI,LA,19,8,0.1,1,1,26,,94.8,59.1,93.6,92.4,56.0,10.0,5,4,386,401,9.1,35,37
Kyle Fuller,8649,CB,CHI,17,4,8.2,1,0,6,82.3,81.4,88.1,58.6,65.8,71.5,16.7,2,3,328,335,0.6,2,6
C.J. Mosley,8652,LB,BLT,16,19,3.7,0,0,3,66.5,73.6,88.5,57.3,80.1,78.2,6.8,5,0,306,319,10.5,32,49
Ha Ha Clinton-Dix,8656,S,WAS,16,9,12.3,0,0,32,82.0,79.1,88.3,61.2,69.4,82.1,4.4,2,0,412,422,1.0,4,34
Dee Ford,8658,ED,KC,18,8,1.6,0,0,16,57.8,87.6,40.6,91.1,67.3,67.9,9.1,3,7,401,410,4.2,17,22
Darqueze Dennard,8659,CB,CIN,13,2,4.1,0,1,7,60.7,68.6,85.1,57.3,90.5,83.7,10.0,2,1,239,244,4.2,10,16
Marcus Smith,8661,ED,WAS,2,0,,0,0,32,,60.5,72.4,60.0,60.1,,,0,0,8,8,0.0,0,0
Deone Bucannon,8662,LB,ARZ,13,7,4.8,0,0,1,43.0,45.3,39.6,67.2,51.4,68.9,12.0,3,2,204,208,3.9,8,15
Dominique Easley,8664,ED,LA,3,0,5.8,0,0,26,,70.2,79.2,61.1,71.5,73.8,0.0,0,0,25,26,8.0,2,4
Jimmie Ward,8665,S,SF,7,2,12.2,0,0,28,51.3,55.2,84.2,48.0,75.7,90.3,0.0,0,0,128,130,0.8,1,9
Bradley Roby,8666,CB,DEN,15,2,8.2,3,0,10,58.6,59.9,66.4,,65.2,54.6,26.7,4,5,326,335,1.2,4,9
Demarcus Lawrence,8669,ED,DAL,18,7,1.1,0,0,9,66.7,88.0,37.4,82.7,81.7,55.0,12.5,7,7,285,294,11.6,33,42
Kyle Van Noy,8675,LB,NE,19,9,3.9,1,0,19,67.3,70.4,81.6,67.2,66.0,62.3,11.5,7,1,338,347,6.8,23,45
Lamarcus Joyner,8676,S,LA,18,7,11.5,0,0,26,70.9,73.1,66.6,85.2,74.8,89.9,10.0,4,3,391,406,2.6,10,29
Stephon Tuitt,8681,DI,PIT,14,11,1.5,0,0,25,60.1,81.9,68.1,68.5,86.4,80.0,0.0,0,3,205,214,8.3,17,22
Trent Murphy,8682,ED,BUF,13,6,4.1,0,0,4,77.2,57.4,62.0,60.4,48.0,35.4,23.5,4,2,164,171,1.8,3,7
Timmy Jernigan,8683,DI,PHI,5,1,0.3,1,0,24,,49.8,0.0,58.0,63.5,44.5,20.0,1,3,31,34,9.7,3,3
Jeremiah Attaochu,8685,ED,NYJ,9,2,3.0,2,0,22,63.9,67.8,18.5,69.5,66.0,54.7,11.1,1,2,61,61,6.6,4,6
Kony Ealy,8695,ED,OAK,3,1,,0,0,23,,57.8,81.2,47.1,67.1,23.8,50.0,1,0,22,23,0.0,0,0
Christian Kirksey,8706,LB,CLV,7,3,2.0,0,0,8,49.2,44.7,84.3,49.2,45.2,43.8,14.3,3,2,171,176,6.4,11,15
Preston Brown,8708,LB,CIN,7,4,4.7,0,0,7,57.0,53.6,82.9,49.4,52.6,78.4,4.3,1,0,164,170,5.5,9,18
Jay Bromley,8709,DI,NO,2,2,0.0,0,0,20,59.4,48.4,0.0,62.4,56.9,40.7,25.0,1,1,13,13,7.7,1,1
Terrence Brooks,8714,S,NYJ,2,0,9.0,0,0,22,81.4,72.1,0.0,60.0,38.2,56.1,50.0,1,1,20,22,0.0,0,1
Dexter McDougle,8715,CB,PHI,2,0,,0,0,24,54.2,56.4,78.6,68.3,63.1,33.6,,0,0,15,15,0.0,0,0
Kareem Martin,8719,ED,NYG,16,8,1.1,0,0,21,55.4,61.0,89.9,58.0,60.9,31.6,17.6,6,0,259,266,7.3,19,20
Phillip Gaines,8722,CB,CLV,8,2,6.4,0,0,8,56.8,67.3,85.4,67.9,91.1,82.6,0.0,0,3,168,177,3.6,6,14
Will Clarke,8723,ED,TB,3,0,,0,0,30,,44.8,76.4,57.8,44.9,,,0,0,7,7,0.0,0,0
Bashaud Breeland,8737,CB,GB,7,1,4.0,0,0,12,57.2,58.5,30.7,57.2,67.6,56.3,22.2,2,5,135,137,2.2,3,6
Justin Ellis,8742,DI,OAK,6,5,1.0,1,0,23,,47.6,42.9,52.4,51.5,72.9,0.0,0,2,67,69,6.0,4,4
Cassius Marsh,8743,ED,SF,16,4,3.6,0,0,28,52.6,58.1,41.7,62.3,58.9,41.5,15.4,4,4,127,131,11.0,14,18
DaQuan Jones,8747,DI,TEN,16,6,1.9,1,0,31,42.6,63.3,53.0,60.0,66.9,49.6,5.7,2,3,284,293,7.4,21,27
Aaron Colvin,8749,CB,HST,7,1,3.0,2,0,13,53.3,52.2,82.1,52.3,47.6,64.3,40.0,2,4,81,85,1.2,1,2
Anthony Hitchens,8754,LB,KC,17,21,4.8,1,0,16,51.0,37.5,67.9,58.4,29.2,71.7,8.0,7,4,414,423,7.5,31,60
Walt Aikens,8760,S,MIA,5,1,,0,0,17,55.7,54.0,76.3,,54.6,27.5,50.0,1,0,13,13,0.0,0,0
Pierre Desir,8762,CB,IND,17,7,5.3,1,2,14,73.9,77.7,71.2,59.5,90.3,90.3,0.0,0,2,365,373,1.9,7,15
Tre Boston,8763,S,ARZ,14,9,11.7,0,0,1,78.2,74.1,24.0,68.9,66.7,69.5,16.7,8,4,399,410,2.8,11,31
Dontae Johnson,8764,CB,ARZ,1,0,,0,0,1,50.3,47.9,72.8,,52.5,26.6,100.0,1,0,15,15,0.0,0,0
Kevin Pierre-Louis,8767,LB,NYJ,2,1,,0,0,22,62.6,72.0,73.1,76.3,63.8,38.0,0.0,0,0,4,4,0.0,0,0
Nevin Lawson,8768,CB,DET,15,2,5.9,0,0,11,54.7,60.6,20.6,66.1,88.8,84.9,0.0,0,9,352,360,2.6,9,16
Brent Urban,8769,DI,BLT,17,6,1.6,0,0,3,55.6,70.8,87.2,55.7,79.7,62.9,4.3,1,0,202,212,5.9,12,16
Telvin Smith Sr.,8779,LB,JAX,16,17,5.1,0,1,15,65.2,63.7,26.6,68.4,61.7,47.9,14.6,12,3,386,398,8.3,32,53
Ricardo Allen,8782,S,ATL,3,2,6.5,0,0,2,80.2,77.5,81.4,56.8,54.3,66.5,33.3,2,0,65,68,0.0,0,2
Bene Benwikere,8783,CB,OAK,11,4,5.1,0,0,23,55.4,61.4,86.0,69.0,74.0,63.2,4.3,1,3,248,257,3.6,9,18
Aaron Lynch,8785,ED,CHI,13,3,1.0,0,0,6,82.3,72.8,26.3,59.1,85.0,73.7,8.3,1,3,113,117,7.1,8,8
Avery Williamson,8786,LB,NYJ,16,18,4.3,0,1,22,60.7,72.8,86.9,61.5,82.8,89.9,2.7,2,3,412,427,7.0,29,53
Nat Berhe,8787,S,PIT,2,0,,0,0,25,43.7,43.7,74.0,56.3,60.6,29.0,,0,0,4,4,0.0,0,0
Caraun Reid,8793,DI,DAL,12,3,0.9,0,1,9,64.7,66.1,83.9,65.7,59.0,60.4,0.0,0,0,93,96,9.7,9,10
Chris Smith,8794,ED,CLV,16,3,0.5,0,0,8,64.5,59.6,86.4,52.9,62.0,45.4,10.5,2,0,148,150,8.1,12,14
Devon Kennard,8809,ED,DET,15,8,3.0,0,0,11,66.9,60.9,81.9,50.0,68.5,69.7,3.0,1,2,347,355,4.6,16,24
Antone Exum Jr.,8817,S,SF,12,4,9.5,1,1,28,63.5,65.3,0.0,65.7,74.4,45.9,14.8,4,5,241,249,2.9,7,19
E.J. Gaines,8823,CB,CLV,4,1,,0,0,8,62.5,58.7,82.5,56.9,41.1,29.5,80.0,4,0,63,64,0.0,0,0
Zach Moore,8833,ED,ARZ,16,2,2.3,0,0,1,41.5,56.1,86.6,62.3,60.1,46.5,0.0,0,0,121,125,3.3,4,6
Marquis Flowers,8846,LB,WAS,1,0,1.0,0,0,32,62.5,76.9,74.2,,71.4,69.9,0.0,0,0,9,9,11.1,1,1
Dan McCullers,8849,DI,PIT,13,2,2.0,1,0,25,,63.0,31.2,64.0,63.6,27.6,25.0,2,1,59,62,6.8,4,4
Andre Hal,8850,S,HST,7,1,9.5,0,0,13,70.9,72.9,79.9,73.2,63.4,30.0,25.0,1,0,64,65,1.6,1,2
T.J. Carrie,8853,CB,CLV,15,3,2.9,0,0,8,63.9,66.9,89.0,71.7,72.1,68.2,19.2,5,9,289,296,3.5,10,18
Shamar Stephen,8854,DI,SEA,16,7,2.7,1,0,29,79.2,59.8,62.4,54.7,61.6,67.3,4.0,1,2,253,260,4.3,11,17
Beau Allen,8858,DI,TB,14,4,2.9,0,0,30,59.5,54.1,68.1,57.7,53.6,27.1,21.7,5,1,196,204,6.1,12,14
Shelby Harris,8869,DI,DEN,16,8,3.0,0,0,10,74.9,90.0,69.2,70.6,78.3,77.7,0.0,0,1,164,167,9.8,16,22
Terrance Mitchell,8888,CB,CLV,8,0,8.7,0,0,8,64.3,64.0,85.9,56.3,58.6,69.9,9.1,1,2,160,163,1.9,3,10
Brock Coyle,8929,LB,SF,1,0,5.0,0,0,28,27.4,27.7,74.9,54.3,56.1,25.0,33.3,1,0,21,21,4.8,1,2
Kerry Wynn,8938,ED,NYG,13,3,2.9,1,0,21,67.6,66.2,71.1,53.0,70.0,59.8,10.5,2,1,99,103,12.1,12,14
Ethan Westbrooks,8976,DI,LA,19,3,2.0,0,0,26,60.0,49.1,29.3,60.6,47.8,73.7,0.0,0,2,88,92,3.4,3,4
Denico Autry,8982,DI,IND,14,4,0.9,1,1,14,69.0,69.2,25.4,64.8,68.9,52.3,14.8,4,6,226,235,6.6,15,19
Shaquil Barrett,9000,ED,DEN,13,3,2.8,0,0,10,57.1,74.0,57.4,72.5,73.4,58.6,6.7,1,1,107,112,8.4,9,11
Josh Mauro,9003,DI,NYG,12,2,1.0,0,0,21,,66.8,0.0,55.6,79.9,77.7,0.0,0,5,151,158,9.3,14,18
Todd Davis,9007,LB,DEN,16,12,5.3,1,0,10,67.7,70.6,37.1,68.8,70.6,61.7,13.0,10,5,353,362,7.4,26,55
Christian Jones,9020,LB,DET,16,8,5.1,1,0,11,59.8,64.8,87.4,52.8,68.9,78.4,5.8,3,1,299,309,5.4,16,41
Robert Thomas,9022,DI,BUF,2,0,,0,0,4,71.7,68.2,74.7,53.2,61.2,,,0,0,4,4,0.0,0,0
Senorise Perry,9035,HB,MIA,1,0,,0,0,17,,60.0,60.4,,60.0,,,0,0,1,1,0.0,0,0
Malcolm Butler,9040,CB,TEN,16,0,6.9,3,0,31,69.8,67.1,20.3,79.4,54.0,58.9,20.0,4,7,280,292,2.1,6,16
Kerry Hyder,9045,ED,DET,6,2,2.0,0,0,11,,57.1,81.5,57.8,54.6,40.2,25.0,1,0,47,47,2.1,1,1
Adarius Taylor,9074,LB,TB,15,7,4.6,0,0,30,49.6,41.1,58.1,56.1,38.9,64.9,13.2,5,2,300,313,4.0,12,26
Kenny Ladler,9103,S,NYG,1,0,,0,0,21,59.6,54.1,73.3,59.5,60.0,77.2,,0,0,2,2,0.0,0,0
Marcus Williams,9115,CB,CHI,2,0,,0,0,6,78.0,77.5,74.7,,62.8,78.0,,0,0,10,10,0.0,0,0
Tyler Patmon,9135,CB,JAX,6,0,0.0,0,0,15,58.0,60.2,82.0,76.1,58.4,57.1,0.0,0,0,72,74,1.4,1,1
Adrian Phillips,9177,S,LAC,18,8,3.0,0,0,27,67.5,66.0,60.9,50.8,62.2,82.5,2.4,1,1,228,239,9.2,21,32
Zach Kerr,9195,DI,DEN,16,10,3.1,0,0,10,63.4,67.4,69.6,55.7,71.0,47.0,11.8,4,1,175,181,8.0,14,20
Damien Williams,9205,HB,KC,1,0,,0,0,16,,59.9,60.0,,60.0,,,0,0,1,1,0.0,0,0
C.J. Goodwin,9243,CB,DAL,1,0,,0,0,9,37.0,30.0,68.9,,60.0,,,0,0,1,1,0.0,0,0
Daniel Sorensen,9253,S,KC,9,6,7.3,0,0,16,64.9,60.8,50.3,59.8,52.2,64.7,4.2,1,2,192,196,3.6,7,17
Brandon Dunn,9262,DI,HST,15,2,2.4,0,0,13,71.2,62.1,69.3,48.6,65.8,57.8,5.9,1,1,174,178,5.7,10,14
