player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Aqib Talib,4334,CB,LA,5,1,13.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,60.0,3,2,126,129,0.0,0,1
Calais Campbell,4364,DI,JAX,16,10,1.5,0,2,15,69.4,90.3,35.7,81.4,90.6,29.6,18.6,11,8,292,301,9.2,27,38
Brandon Carr,4454,CB,BLT,17,0,7.0,1,0,3,66.0,66.4,86.3,66.2,58.9,53.8,20.0,3,3,219,227,2.3,5,12
Orlando Scandrick,4457,CB,PHI,3,0,4.5,0,0,24,64.3,91.7,78.2,99.9,73.8,56.4,33.3,1,0,22,22,4.5,1,2
Wesley Woodyard,4583,LB,TEN,16,5,3.4,0,1,31,49.4,54.0,82.5,57.4,62.7,51.2,4.0,1,0,139,143,9.4,13,19
Cameron Wake,4907,ED,TEN,8,0,4.0,0,0,31,60.2,83.5,86.4,77.8,65.3,44.6,0.0,0,0,11,12,0.0,0,1
Malcolm Jenkins,4937,S,PHI,17,7,7.3,1,1,24,67.9,69.2,39.7,68.9,71.1,71.5,12.5,5,4,351,363,4.6,16,28
Clay Matthews,4949,ED,LA,13,6,2.8,0,1,26,30.9,54.5,63.1,63.6,57.6,31.3,25.7,9,3,245,253,4.1,10,20
Patrick Chung,4957,S,NE,14,7,3.1,1,0,19,56.5,55.5,84.9,48.0,55.5,63.7,11.5,3,1,227,230,4.4,10,16
Jason McCourty,5127,CB,NE,12,1,2.7,0,0,19,77.6,73.8,15.7,53.4,60.7,78.3,22.2,2,4,136,141,3.7,5,6
Clinton McDonald,5173,DI,ARZ,9,2,4.7,1,0,1,58.3,45.7,35.5,56.3,45.9,51.4,11.1,1,1,40,40,7.5,3,6
Steve McLendon,5232,DI,NYJ,16,5,1.1,0,0,22,64.7,81.3,56.9,67.8,81.4,70.8,3.3,1,2,219,226,8.7,19,24
Michael Bennett,5273,ED,DAL,14,4,0.9,1,0,9,65.3,65.7,3.4,62.0,78.4,41.1,12.0,3,8,161,167,9.3,15,18
Ndamukong Suh,5527,DI,TB,16,10,1.5,0,0,30,69.3,69.6,45.9,60.3,74.3,47.0,5.7,2,5,251,258,7.6,19,23
Gerald McCoy,5528,DI,CAR,16,8,1.9,0,0,5,,72.4,11.4,69.4,77.0,40.5,12.1,4,8,264,274,7.2,19,21
Joe Haden,5532,CB,PIT,16,1,5.9,0,1,25,71.3,70.3,86.9,56.2,60.6,48.8,25.9,7,3,428,442,1.9,8,19
Tyson Alualu,5535,DI,PIT,16,14,2.1,1,1,25,63.8,80.1,53.3,68.2,79.9,36.9,15.8,6,2,209,217,5.7,12,18
Brandon Graham,5538,ED,PHI,17,6,0.5,0,1,24,71.2,84.2,75.2,72.6,77.1,43.2,17.1,7,2,259,265,9.3,24,28
Earl Thomas III,5539,S,BLT,16,11,11.3,0,0,3,86.1,76.9,43.5,67.4,53.2,55.0,25.0,10,3,311,319,1.6,5,19
Jason Pierre-Paul,5540,ED,TB,10,2,0.7,1,0,30,42.7,66.7,21.8,67.8,74.3,48.1,26.3,5,6,163,168,7.4,12,12
Kareem Jackson,5545,S,DEN,13,11,3.0,0,0,10,79.8,82.3,91.8,71.8,79.1,60.0,12.8,5,1,319,325,5.0,16,23
Devin McCourty,5552,S,NE,17,6,9.4,0,0,19,88.2,80.8,65.7,52.2,65.3,70.0,12.1,4,1,357,365,1.7,6,23
Jerry Hughes,5556,ED,BUF,17,4,0.8,0,0,4,70.1,73.4,36.8,74.5,62.6,28.5,33.3,6,6,224,235,3.1,7,8
Patrick Robinson,5557,S,NO,4,1,0.0,0,0,20,61.7,59.1,83.0,53.7,51.1,65.1,0.0,0,0,35,36,5.7,2,3
Linval Joseph,5571,DI,MIN,15,15,3.0,0,0,18,83.5,69.5,79.1,62.9,66.3,73.4,2.1,1,1,291,294,7.2,21,31
Carlos Dunlap,5579,ED,CIN,14,12,1.6,0,1,7,63.6,89.7,82.7,77.8,89.0,82.8,2.3,1,1,307,313,8.1,25,30
Sean Lee,5580,LB,DAL,16,8,4.1,0,0,9,64.6,61.5,81.9,61.5,55.5,53.4,18.8,9,0,274,284,6.6,18,31
Morgan Burnett,5596,S,CLV,8,13,4.0,0,0,8,58.2,68.0,38.0,75.1,80.8,76.3,12.0,3,1,144,153,4.2,6,9
Earl Mitchell,5605,DI,SF,3,0,6.0,1,0,28,,36.3,0.0,63.7,34.6,69.8,0.0,0,1,15,15,0.0,0,1
Corey Peters,5607,DI,ARZ,16,5,2.1,0,0,1,52.9,65.0,61.0,58.0,72.1,57.6,5.9,2,3,293,306,7.2,21,27
Everson Griffen,5624,ED,MIN,17,7,2.2,0,0,18,73.3,76.0,34.9,76.6,63.3,38.5,21.1,8,8,334,338,5.7,19,23
Geno Atkins,5643,DI,CIN,16,12,2.7,0,0,7,55.5,76.2,69.8,74.4,71.0,57.9,2.5,1,2,328,334,6.4,21,27
Al Woods,5646,DI,SEA,14,8,1.4,1,0,29,69.6,70.3,42.1,56.5,77.7,60.2,11.1,3,3,190,201,6.3,12,16
Sherrick McManis,5667,CB,CHI,2,0,,0,0,6,93.2,93.8,72.9,59.4,60.0,80.0,,0,0,3,3,0.0,0,0
Reshad Jones,5686,S,MIA,4,7,9.5,1,0,17,66.2,72.3,80.5,53.8,75.4,79.7,0.0,0,1,101,106,5.9,6,11
Kurt Coleman,5767,LB,BUF,5,0,-3.0,0,0,4,61.3,64.2,0.0,56.0,77.1,75.5,0.0,0,1,30,32,3.3,1,1
Kyle Love,5806,DI,CAR,15,2,1.0,1,0,5,60.0,49.5,51.7,63.7,41.9,47.1,14.3,1,2,174,179,2.3,4,4
Darian Stewart,5820,S,TB,7,0,9.8,0,0,30,54.4,53.1,0.6,59.5,61.4,29.1,28.6,2,1,59,59,3.4,2,5
Tramaine Brock Sr.,5903,CB,TEN,17,0,5.2,1,0,31,73.9,70.6,44.7,70.0,52.5,58.4,21.1,4,5,294,300,2.7,8,15
Anthony Levine,6013,S,BLT,8,0,7.0,0,0,3,52.6,48.9,83.8,72.2,24.7,27.0,0.0,0,0,12,12,0.0,0,1
Marcus Sherels,6017,CB,MIN,1,0,,0,0,18,,60.0,64.4,,60.0,,,0,0,1,1,0.0,0,0
Albert McClellan,6022,LB,NYJ,1,2,5.0,0,0,22,27.8,27.5,72.2,54.1,52.4,79.5,0.0,0,0,14,14,7.1,1,2
Andrew Sendejo,6118,S,MIN,14,2,5.4,0,0,18,74.9,71.3,9.3,70.6,57.1,53.9,33.3,6,2,114,115,3.5,4,10
Von Miller,6154,ED,DEN,15,9,2.9,1,0,10,56.7,79.3,25.9,71.4,90.0,66.7,2.8,1,8,305,314,5.6,17,26
Marcell Dareus,6155,DI,JAX,6,3,3.4,0,0,15,60.0,62.7,83.7,53.0,68.8,59.5,0.0,0,0,92,93,6.5,6,10
Patrick Peterson,6157,CB,ARZ,10,5,7.5,0,0,1,64.3,68.6,87.1,82.0,79.6,74.8,0.0,0,3,239,247,1.7,4,11
J.J. Watt,6163,ED,HST,10,3,2.3,0,0,13,67.1,87.0,21.3,88.9,69.9,57.1,0.0,0,6,153,161,5.2,8,12
Robert Quinn,6166,ED,DAL,14,5,0.9,2,0,9,55.2,68.5,43.5,78.3,53.4,36.7,20.0,4,5,230,241,2.6,6,11
Ryan Kerrigan,6168,ED,WAS,12,3,1.2,1,0,32,40.4,63.0,67.7,73.2,55.0,29.9,15.8,3,2,277,291,2.9,8,13
Corey Liuget,6170,DI,BUF,11,3,0.3,1,0,4,65.9,67.2,5.8,60.6,73.9,63.2,6.7,1,3,84,90,13.1,11,11
Prince Amukamara,6171,CB,CHI,15,2,4.9,2,0,6,69.6,67.5,23.3,60.0,62.8,75.5,20.0,3,5,317,324,1.3,4,10
Adrian Clayborn,6172,ED,ATL,15,2,1.1,0,0,2,48.6,71.7,59.3,76.6,57.2,53.3,10.0,1,2,105,108,5.7,6,7
Cameron Jordan,6176,ED,NO,17,9,3.1,1,0,20,58.1,86.9,52.2,83.1,79.3,49.2,10.8,4,5,303,311,5.0,15,24
Jimmy Smith,6179,CB,BLT,10,1,9.3,0,0,3,66.6,67.9,42.1,83.4,70.5,81.7,0.0,0,4,131,133,0.0,0,4
Cameron Heyward,6183,DI,PIT,16,24,2.8,0,0,25,67.3,91.5,79.1,84.0,90.3,73.3,4.2,3,1,359,368,8.4,30,45
Jabaal Sheard,6189,ED,IND,13,3,1.4,0,0,14,67.4,61.2,90.0,63.5,47.7,30.1,22.7,5,0,174,181,7.5,13,14
Brooks Reed,6194,ED,ARZ,8,0,3.0,0,0,1,51.5,53.2,80.0,57.4,53.8,38.9,33.3,1,0,30,30,3.3,1,2
Marcus Gilchrist,6202,S,JAX,3,0,11.0,0,0,15,59.2,55.2,77.8,60.0,52.1,31.9,50.0,1,0,5,5,0.0,0,1
Terrell McClain,6217,DI,OAK,5,2,3.3,0,0,23,,43.8,79.5,68.2,35.0,28.2,28.6,2,0,27,29,7.4,2,3
Justin Houston,6222,ED,IND,16,7,1.8,0,0,14,71.2,87.1,73.7,81.9,71.0,69.2,0.0,0,2,188,196,9.6,18,21
Jurrell Casey,6229,DI,TEN,17,16,2.3,0,0,31,52.5,74.5,70.9,64.6,78.2,63.7,2.3,1,2,284,292,7.4,21,26
Allen Bailey,6238,DI,ATL,15,6,1.4,0,0,2,63.9,64.1,73.7,63.4,59.7,26.9,28.6,8,1,239,246,5.0,12,14
K.J. Wright,6251,LB,SEA,18,22,3.7,0,0,29,53.9,59.9,86.0,59.5,65.8,80.5,8.6,6,1,408,421,6.6,27,42
Sam Acho,6255,ED,TB,5,0,0.0,0,0,30,60.7,73.8,76.9,67.0,63.7,72.4,0.0,0,0,12,13,8.3,1,1
Buster Skrine,6289,CB,CHI,16,4,3.0,1,0,6,59.1,59.8,86.5,72.0,52.3,35.9,38.5,5,1,199,207,1.5,3,4
Richard Sherman,6306,CB,SF,18,2,6.2,2,1,28,90.5,90.3,69.0,,78.0,80.8,8.0,2,9,381,393,2.6,10,21
Pernell McPhee,6317,ED,BLT,7,2,1.8,0,0,3,46.0,64.5,0.0,64.6,80.3,69.3,6.3,1,4,74,76,13.5,10,13
Colin Jones,6342,S,CAR,4,0,8.0,0,0,5,67.8,68.9,74.3,,61.7,69.9,0.0,0,0,8,8,0.0,0,1
Lawrence Guy,6385,DI,NE,17,14,2.2,0,0,19,61.5,66.7,75.2,60.5,65.4,68.3,3.6,2,1,303,310,9.6,29,39
Malcolm Smith,6394,LB,DAL,2,0,17.0,0,0,9,79.5,66.0,75.8,62.1,41.4,45.2,33.3,1,0,37,37,2.7,1,2
Chris Harris Jr.,6457,CB,DEN,16,2,6.1,1,0,10,66.8,69.9,68.3,58.6,82.8,77.9,0.0,0,6,396,405,0.8,3,9
Josh Bynes,6503,LB,BLT,13,16,2.5,0,0,3,74.2,80.0,39.8,55.2,80.3,60.3,4.7,2,1,213,214,8.0,17,25
Mario Addison,6558,ED,CAR,15,5,5.3,1,1,5,53.9,63.4,51.7,67.7,57.7,71.7,4.8,1,4,267,276,2.6,7,15
Craig Robertson,7003,LB,NO,6,3,0.4,0,0,20,63.0,54.4,82.8,60.7,39.3,40.9,15.4,2,0,58,59,10.3,6,8
Morris Claiborne,7012,CB,KC,8,2,7.0,1,0,16,63.5,63.9,6.7,,72.2,57.9,0.0,0,3,76,78,1.3,1,4
Mark Barron,7013,LB,PIT,15,10,5.5,1,0,25,54.0,57.5,85.8,62.2,60.1,60.6,2.7,1,4,266,277,3.8,10,26
Luke Kuechly,7015,LB,CAR,16,23,3.4,0,0,5,82.7,85.4,87.6,55.6,81.9,86.6,3.6,3,1,391,403,9.7,38,57
Stephon Gilmore,7016,CB,NE,17,2,10.4,1,0,19,85.4,82.7,69.0,,59.9,55.9,21.4,3,6,350,358,0.6,2,9
Dontari Poe,7017,DI,CAR,11,1,3.7,0,0,5,63.8,71.1,69.3,63.6,69.9,63.9,0.0,0,1,161,165,4.3,7,10
Fletcher Cox,7018,DI,PHI,17,11,2.0,0,2,24,58.2,89.5,89.1,85.6,76.3,49.2,7.3,3,0,271,280,7.0,19,27
Michael Brockers,7020,DI,LA,16,11,2.7,0,0,26,67.2,74.7,58.2,57.3,82.6,57.2,5.4,3,3,319,328,9.4,30,42
Bruce Irvin,7021,ED,CAR,13,5,2.6,1,0,5,70.9,62.9,66.8,62.6,57.2,46.4,8.3,2,2,221,229,5.4,12,17
Dre Kirkpatrick,7023,CB,CIN,6,1,8.8,0,0,7,61.2,61.7,0.0,83.9,67.0,59.3,12.5,2,2,157,162,1.9,3,13
Melvin Ingram III,7024,ED,LAC,13,4,2.6,1,0,27,81.2,74.7,38.9,75.6,62.2,59.8,11.8,4,4,243,252,8.2,20,26
Chandler Jones,7027,ED,ARZ,16,5,2.5,0,0,1,56.1,86.0,45.2,90.0,71.0,46.0,21.1,8,6,376,392,5.1,19,25
Dont'a Hightower,7030,LB,NE,16,12,2.7,0,0,19,72.4,71.3,72.1,63.4,67.1,61.1,10.2,5,1,287,295,7.3,21,32
Whitney Mercilus,7031,ED,HST,18,10,1.9,2,0,13,62.3,63.7,73.2,59.5,65.8,37.2,24.5,12,2,349,358,5.7,20,27
Derek Wolfe,7040,DI,DEN,12,9,2.5,0,0,10,60.1,68.3,35.1,67.7,68.1,59.7,9.1,3,4,231,234,6.5,15,21
Janoris Jenkins,7043,CB,NO,16,1,2.9,1,0,20,68.6,69.6,68.2,65.5,70.1,54.3,29.2,7,8,404,418,2.7,11,16
Mychal Kendricks,7049,LB,SEA,14,10,5.2,0,0,29,59.6,62.7,53.9,75.3,59.4,32.5,15.4,6,3,269,281,3.7,10,23
Bobby Wagner,7050,LB,SEA,18,21,4.9,1,1,29,65.7,76.4,68.8,83.2,78.7,88.4,3.3,3,2,411,424,9.5,39,66
Tavon Wilson,7051,S,DET,16,10,4.4,2,0,11,74.0,71.9,24.4,59.4,71.1,67.9,8.7,4,4,329,334,5.5,18,32
Zach Brown,7055,LB,PHI,6,4,1.7,0,0,24,51.5,54.7,28.2,55.7,63.3,66.0,9.5,2,2,110,115,10.9,12,15
Lavonte David,7060,LB,TB,16,24,3.0,0,1,30,91.1,88.2,87.3,53.9,72.6,74.8,7.6,5,1,335,343,6.6,22,37
Vinny Curry,7061,ED,PHI,17,2,2.8,2,0,24,62.3,79.7,59.3,81.7,62.6,72.8,6.7,1,2,130,135,8.5,11,12
Casey Hayward Jr.,7064,CB,LAC,16,2,6.2,1,0,27,83.0,83.0,88.8,,72.7,59.2,12.5,1,4,385,400,0.5,2,5
Trumaine Johnson,7067,CB,NYJ,6,1,4.0,0,0,22,50.3,53.0,29.5,56.3,73.4,87.4,0.0,0,4,114,117,1.8,2,3
Olivier Vernon,7074,ED,CLV,10,0,3.5,0,1,8,71.9,80.4,89.7,75.7,68.6,34.6,13.6,3,0,218,226,6.0,13,19
Demario Davis,7079,LB,NO,17,14,4.1,1,0,20,88.3,90.3,54.5,82.5,82.1,89.4,2.9,2,4,350,358,9.7,34,53
Tyrone Crawford,7083,DI,DAL,4,1,,0,0,9,61.9,53.4,81.2,58.8,44.1,27.1,50.0,1,0,24,25,0.0,0,0
Akiem Hicks,7090,DI,CHI,5,0,2.1,0,0,6,55.5,76.7,83.4,63.3,81.6,30.0,10.0,1,0,57,58,12.3,7,9
Nigel Bradham,7105,LB,PHI,13,7,3.3,0,0,24,73.2,64.6,85.9,56.9,48.3,42.5,9.7,3,0,238,241,5.9,14,21
Kyle Wilber,7113,LB,OAK,6,2,,0,0,23,74.7,60.0,0.0,54.7,58.0,74.9,0.0,0,1,31,32,0.0,0,0
Coty Sensabaugh,7115,CB,WAS,2,0,6.0,0,0,32,52.2,50.9,80.9,49.0,51.8,82.2,0.0,0,1,53,54,0.0,0,1
Mike Daniels,7132,DI,DET,9,3,1.4,0,0,11,60.0,70.1,83.4,66.3,65.1,58.8,0.0,0,0,77,78,9.1,7,7
Tahir Whitehead,7135,LB,OAK,16,16,4.6,1,0,23,38.9,53.2,62.6,57.6,72.7,68.7,11.5,7,2,369,387,4.6,17,38
Najee Goode,7137,LB,JAX,7,3,9.2,0,0,15,47.5,39.0,79.7,68.1,34.1,27.7,36.8,7,0,128,131,1.6,2,9
Jack Crawford,7151,DI,ATL,16,4,2.4,0,0,2,67.1,49.6,53.3,53.7,45.5,67.5,5.0,1,2,152,160,7.2,11,15
Danny Trevathan,7177,LB,CHI,9,18,3.6,0,1,6,50.3,61.9,51.5,77.3,70.9,72.0,7.4,4,1,201,209,10.4,21,32
Nate Stupar,7214,LB,NYG,2,0,2.0,0,0,21,28.3,27.7,73.9,58.9,48.4,26.5,50.0,1,0,17,18,5.9,1,1
Rodney McLeod,7271,S,PHI,17,9,5.4,0,1,24,71.9,67.2,68.7,64.1,54.2,55.0,22.0,9,1,350,362,3.1,11,23
Michael Thomas,7279,S,NYG,13,3,6.9,0,0,21,65.7,56.4,34.7,46.2,42.0,65.5,15.4,2,1,90,90,4.4,4,8
Vontaze Burfict,7280,LB,OAK,4,5,3.7,0,0,23,66.3,62.2,0.0,79.2,53.2,31.4,26.7,4,1,78,81,5.1,4,6
Tashaun Gipson Sr.,7288,S,HST,14,3,10.2,0,0,13,64.5,59.5,61.4,50.5,49.2,51.1,22.2,6,2,299,307,2.0,6,18
L.J. Fort,7292,LB,BLT,11,6,2.7,0,0,3,67.6,73.5,0.0,84.8,66.6,58.9,13.3,2,2,103,105,4.9,5,7
Damon Harrison Sr.,7355,DI,DET,15,12,2.1,0,0,11,63.0,63.2,59.4,55.2,66.7,29.9,11.3,6,2,268,272,9.3,25,35
Julian Stanford,7372,LB,BUF,1,2,,0,0,4,75.9,66.6,76.9,63.8,46.5,39.3,33.3,1,0,22,23,0.0,0,0
Johnson Bademosi,7374,CB,NO,3,0,14.0,0,0,20,68.2,68.9,80.3,,63.9,76.3,0.0,0,0,11,11,0.0,0,1
Harrison Smith,7641,S,MIN,17,11,7.6,0,0,18,91.0,88.4,89.7,63.1,67.4,68.6,18.4,9,2,408,413,3.2,13,29
Malik Jackson,7647,DI,PHI,1,0,,0,0,24,,53.7,75.7,59.9,50.5,66.8,,0,0,10,11,0.0,0,0
Josh Norman,7649,CB,WAS,10,3,9.4,1,1,32,43.4,45.7,23.8,,64.7,58.7,26.7,4,5,251,264,1.6,4,8
Justin Bethel,7654,CB,NE,1,0,,0,0,19,52.5,52.9,73.8,,60.0,27.0,,0,0,1,1,0.0,0,0
Neiko Thorpe,7716,CB,SEA,3,0,13.0,0,0,29,56.1,58.9,75.6,,65.7,77.6,0.0,0,0,5,6,20.0,1,2
Dion Jordan,7785,ED,OAK,6,0,3.5,0,0,23,66.3,65.3,19.0,66.7,63.4,28.3,33.3,1,2,44,46,2.3,1,2
Barkevious Mingo,7787,ED,HST,7,0,7.0,0,0,13,69.4,48.0,0.0,57.0,51.7,69.9,0.0,0,2,40,40,0.0,0,1
D.J. Hayden,7793,CB,JAX,15,1,5.6,0,0,15,77.9,76.9,85.1,82.7,52.2,81.0,7.1,1,2,198,207,4.0,8,12
Sheldon Richardson,7794,DI,CLV,16,14,3.1,1,1,8,69.7,73.9,32.0,66.5,74.9,48.0,10.0,6,6,306,315,8.8,27,40
Star Lotulelei,7795,DI,BUF,17,7,2.3,0,0,4,60.2,58.6,73.5,53.5,61.5,26.3,26.9,7,1,228,237,3.9,9,12
Kenny Vaccaro,7796,S,TEN,19,6,5.8,2,0,31,53.5,60.9,56.9,79.6,68.8,78.7,11.6,5,4,428,444,3.3,14,32
Eric Reid,7799,S,CAR,16,16,6.7,0,1,5,36.1,46.6,86.1,72.3,57.4,66.3,6.3,5,2,414,426,5.8,24,58
Desmond Trufant,7803,CB,ATL,9,2,10.5,0,0,2,70.3,70.2,85.4,,63.6,32.7,33.3,2,0,210,219,0.5,1,2
Xavier Rhodes,7806,CB,MIN,17,1,3.2,2,0,18,45.3,47.9,43.2,,66.2,76.7,12.5,2,10,346,350,2.6,9,13
Sylvester Williams,7809,DI,LAC,5,2,4.7,0,0,27,60.0,66.9,80.8,65.2,62.6,43.7,16.7,1,0,32,32,3.1,1,3
Alec Ogletree,7811,LB,NYG,13,7,3.0,0,0,21,55.0,55.6,63.2,76.7,50.0,49.5,11.4,4,3,339,349,4.4,15,24
Johnathan Cyprien,7814,S,ATL,1,0,5.5,0,0,2,41.3,43.2,73.9,59.4,65.6,79.0,0.0,0,1,11,12,9.1,1,2
Darius Slay,7817,CB,DET,14,1,15.8,1,0,11,56.9,56.4,88.8,,48.5,70.4,14.3,1,7,329,335,0.3,1,5
Manti Te'o,7819,LB,NO,2,0,4.8,0,0,20,66.6,49.7,74.7,52.6,44.6,48.1,16.7,1,0,16,16,6.3,1,5
Tank Carradine,7821,DI,MIA,1,2,0.0,0,0,17,60.1,64.8,76.7,61.4,62.3,70.1,0.0,0,0,19,19,5.3,1,1
Kawann Short,7825,DI,CAR,2,0,2.3,0,0,5,,73.6,79.8,74.3,64.4,71.5,0.0,0,0,38,38,7.9,3,4
Kevin Minter,7826,LB,TB,8,2,2.6,0,0,30,57.2,65.2,23.3,74.3,68.4,58.7,11.8,2,1,72,73,15.3,11,13
Kiko Alonso,7827,LB,NO,13,3,2.4,0,0,20,69.2,69.5,82.3,60.4,65.2,67.7,6.3,1,0,90,91,10.0,9,12
Johnathan Hankins,7830,DI,OAK,16,15,1.5,2,0,23,55.0,63.7,27.0,59.5,70.2,29.9,12.2,6,6,307,321,7.5,23,28
Jon Bostic,7831,LB,WAS,16,16,4.0,0,0,32,63.7,55.9,64.7,56.2,48.4,72.7,10.9,7,1,421,438,5.0,21,41
Jamie Collins Sr.,7833,LB,NE,17,15,3.4,0,0,19,70.5,72.3,90.8,76.8,57.4,39.0,13.2,7,0,293,299,8.2,24,31
Margus Hunt,7834,DI,IND,16,3,2.9,0,0,14,55.6,51.0,57.0,51.3,56.8,27.7,19.0,4,2,204,207,3.9,8,14
Jamar Taylor,7835,CB,ATL,6,0,11.5,1,0,2,44.3,42.4,83.1,41.7,49.1,61.4,0.0,0,3,17,17,0.0,0,2
D.J. Swearinger Sr.,7838,S,NO,9,3,7.3,0,0,20,42.0,52.1,81.9,58.3,72.8,60.7,10.3,3,0,196,203,3.6,7,23
Tyrann Mathieu,7850,S,KC,19,5,6.8,1,0,16,82.0,75.4,56.7,59.2,59.9,61.8,21.2,7,4,441,460,1.4,6,21
Blidi Wreh-Wilson,7851,CB,ATL,9,2,5.8,0,0,2,64.0,64.4,83.8,,61.4,50.7,20.0,2,1,98,99,2.0,2,6
Damontre Moore,7862,ED,SF,2,0,1.0,0,0,28,77.2,75.0,12.1,71.2,55.7,34.7,33.3,1,1,17,18,11.8,2,2
John Jenkins,7863,DI,MIA,16,8,2.6,0,0,17,58.7,70.7,86.7,70.3,65.1,54.0,9.5,4,0,263,274,8.0,21,30
Logan Ryan,7864,CB,TEN,19,14,2.6,4,2,31,60.0,63.0,72.1,78.6,62.6,63.6,19.2,10,11,438,454,4.8,21,28
Shawn Williams,7865,S,CIN,16,9,5.6,0,0,7,51.0,54.5,82.2,57.3,58.8,42.3,16.9,11,0,431,439,4.6,20,45
Kayvon Webster,7871,CB,WAS,2,0,12.0,1,0,32,65.0,61.0,79.3,,39.3,53.8,50.0,1,1,35,36,0.0,0,1
Duron Harmon,7872,S,NE,17,4,9.2,0,0,19,75.9,74.4,86.3,58.9,65.0,55.3,18.8,3,0,213,218,1.4,3,9
Brandon Williams,7875,DI,BLT,15,15,3.0,0,0,3,54.3,64.8,61.9,57.2,70.1,64.6,2.6,1,3,230,234,5.2,12,23
Akeem Spence,7882,DI,JAX,15,3,3.1,0,0,15,56.0,49.2,18.0,52.5,58.3,48.4,11.8,2,4,179,186,3.9,7,12
Alex Okafor,7885,ED,KC,10,4,3.9,1,0,16,66.8,48.2,73.8,54.2,39.6,73.6,7.1,1,2,137,145,2.9,4,9
B.W. Webb,7896,CB,CIN,15,2,7.5,1,0,7,54.5,55.7,63.5,46.4,64.0,65.0,0.0,0,6,321,328,0.3,1,4
William Gholston,7908,DI,TB,16,9,1.8,0,0,30,60.4,69.3,72.9,64.9,67.0,69.4,2.4,1,1,216,220,11.1,24,32
John Simon,7911,ED,NE,17,9,2.9,0,0,19,89.6,73.0,72.2,61.6,68.8,67.9,6.7,2,1,247,251,5.7,14,19
A.J. Klein,7930,LB,NO,16,8,4.7,2,0,20,43.5,45.7,67.7,65.8,47.5,49.2,10.4,5,3,300,308,7.7,23,35
Micah Hyde,7941,S,BUF,17,8,9.9,0,1,4,79.4,77.7,88.3,54.3,71.5,77.5,14.0,6,0,362,378,3.0,11,29
Stacy McGee,7987,DI,CAR,4,0,2.0,0,0,5,,53.4,81.8,69.2,44.5,70.2,0.0,0,0,54,54,1.9,1,1
Vince Williams,7988,LB,PIT,14,7,2.3,0,0,25,69.8,76.2,42.7,78.4,69.5,63.3,13.9,5,1,198,203,8.6,17,24
Jordan Poyer,8000,S,BUF,17,21,6.8,0,0,4,70.2,74.0,86.4,63.4,76.7,73.7,8.2,6,1,367,384,5.4,20,46
Nick Williams,8006,DI,CHI,16,10,2.4,0,0,6,64.2,67.7,60.6,62.6,67.8,65.0,5.9,2,2,232,237,8.2,19,22
Kemal Ishmael,8026,S,ATL,10,6,2.5,0,1,2,45.2,54.3,81.1,66.4,66.5,59.8,11.5,3,0,144,146,7.6,11,17
Damion Square,8042,DI,LAC,16,6,2.6,1,0,27,85.9,63.1,72.0,55.5,60.2,51.7,7.4,2,1,200,206,6.0,12,19
